4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
8.025861679795387E-15 2.0305540609900613E-15 
4.302768562634216E-16 9.07103239958907E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
8.025861679795387E-15 2.0305540609900613E-15 
3.451643802849638E-15 2.3730573427411256E-15 
4.302768562634216E-16 9.07103239958907E-15 
